Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1987,35.7,38.1,48.1,54.4,68.3,75.7,78.9,77.7,70,52.7,50.9,41.4,57.7
1988,32.7,39.2,48,56.7,65,73.2,77.5,79.1,67.2,52.4,49,40,56.7
1989,41.9,40.2,47.7,56.3,63.3,75.2,76.7,74,68.8,59.2,48.5,31.5,56.9
1990,44.7,46.8,52.1,57.6,64.9,73.9,78.4,75.7,69.9,60.5,53.4,45,60.2
1991,39.5,44,51.3,59,70.4,74.7,79,75.7,70.3,59.7,47.9,44.7,59.7
1992,40.8,43.5,48.2,56.9,61.4,70.6,78.7,72.4,69,56.5,49.2,39.5,57.2
1993,41.2,38.1,44.2,55.9,67.8,74.5,80.3,76.8,71.2,56.4,48.5,38,57.7
1994,31.8,40.3,48.8,61.5,62.3,75.2,77.1,73.3,66.2,56.1,52.4,43.2,57.4
1995,38,36.9,50.8,58.5,65.8,71.4,78.2,78.1,68.2,59.2,44.6,36.8,57.2
1996,35.3,39.8,42.7,56,66.2,74.8,77.7,74.1,68.5,59,44.1,42.7,56.7
1997,38,44.1,52.4,53.9,61.6,69.6,77.3,75,68.8,58.4,45.2,40.3,57.1
1998,43,43.3,47.2,58.4,67.9,75.4,78.6,75.3,73.9,61.1,51.5,46.1,60.1
1999,42.9,42.2,45.8,59.9,65.2,71.1,78.8,78.1,68.5,56.7,55.1,45.4,59.1
2000,37.8,44.9,52.7,55.8,68.3,75.6,74.3,75.3,66.9,60.5,47.1,32.9,57.7
2001,37.9,45,45.8,M,64.9,74.3,74.1,76.9,67.9,58.2,55.9,46.8,58.9
2002,43.9,43.4,48.5,60.8,64.4,75.9,79.1,78.2,70.9,59.5,47.4,38.5,59.2
2003,34.9,M,M,57.5,64.3,71.6,76.1,76.6,68.1,M,M,39.2,61
2004,34.7,37.4,50.5,58.3,70.4,73.1,77,73.3,68.9,60,52.8,40.8,58.1
2005,40.8,41,45.6,58,62.8,73.1,79.2,77.8,73.2,61.5,51.3,38.1,58.5
2006,44.9,40.8,50.1,M,63,72.7,76.8,78.2,66.1,55.8,50.7,46.5,58.7
2007,43.1,36.1,52,56.6,66.5,74.3,76,81.1,72.3,64.6,49,44.6,59.7
2008,38.8,43.6,49.4,53.5,61.1,77.4,77.5,75.1,69.5,57,47.2,42.7,57.7
2009,36.2,42.3,47.2,58.7,65.8,74.4,75,77.8,68.6,57,50.9,37.7,57.6
2010,35.2,34.8,49.8,61.5,67.6,78.2,79.6,77.4,72.9,60.8,48.7,31.7,58.2
2011,35,43,48.2,60.1,66,76,79.6,78.1,70,57.3,51,44.6,59.1
2012,39.5,43.7,57,57.9,69.1,72.3,80.4,75.4,69.3,58.4,45.7,45.5,59.5
2013,41.1,39.4,42,56.8,63.7,73.7,76.4,73.4,68.3,59.5,45.3,43.7,56.9
2014,32.2,40.4,42.6,56.6,67.8,75.3,75.7,72,69.9,60.8,43.8,42.8,56.7
2015,37,31.3,46.3,57.5,67.9,75.9,77.7,75.1,70,58.4,52.8,52,58.5
2016,35.6,40,54.3,57.5,64.1,74.4,79.5,78.5,74.3,62.1,51.6,41.7,59.5
2017,42.2,48.7,48.7,62.2,66.1,73.2,78.7,74.4,69,61.5,48.1,39.7,59.4
2018,33.4,47,43.2,54.7,72,76,76.5,76.7,74,60.4,44.6,41.1,58.3
2019,39,44.1,45.6,58.7,71.5,72.7,78.9,75.8,74.6,62.8,45.5,43.8,59.4
2020,43.3,43.6,54,55.1,61.2,72,79.5,77,67.8,61.5,54,40.4,59.1
2021,39.3,38.5,51.4,58.4,64.9,74,77.7,78,70.8,64,47.1,49.5,59.5
2022,36.1,43.4,51.8,57.9,67.4,75.8,79.7,76.7,69.4,56,51.8,M,60.5
