Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1992,M,M,M,M,M,M,M,M,M,M,M,M,M
1993,M,M,M,M,M,M,M,M,M,M,M,M,M
1994,M,M,M,M,M,M,M,M,M,M,M,M,M
1995,M,M,M,M,M,M,M,M,M,M,M,M,M
1996,M,M,M,M,M,M,M,M,M,M,M,M,M
1997,M,M,M,M,M,M,M,M,M,M,M,M,M
1998,M,M,M,M,M,M,M,M,M,M,M,M,M
1999,M,M,M,M,M,M,M,M,M,M,M,M,M
2000,M,M,M,56.8,69.6,M,M,M,M,59.6,M,34.7,55.2
2001,39.4,46.2,47.6,60.7,67.7,M,M,M,68.7,M,56.1,M,55.2
2002,39.4,M,M,65,M,M,M,78.9,73.1,M,49.1,M,61.1
2003,M,41.3,M,M,66,M,77.9,M,69.9,M,M,40.9,59.2
2004,M,37.2,M,M,72.7,75.3,M,73.6,69.1,61.5,54.2,41.6,60.7
2005,M,43.5,46,M,M,75.2,80.4,78.1,75.3,64.4,50.3,M,64.1
2006,47,43.7,50.6,62.9,64,73.8,78.3,79.1,M,M,M,48.1,60.8
2007,45.1,M,M,59,M,M,M,M,M,M,M,M,52.1
2008,M,46.2,M,M,M,M,M,M,M,M,M,M,46.2
2009,M,M,M,60.6,M,76.3,77.2,79.7,70.5,59.9,52.9,40.7,64.7
2010,M,37.6,M,M,70.2,80.5,80.9,80.1,75.9,M,M,M,70.9
2011,M,M,M,M,M,M,M,M,M,M,M,M,M
2012,M,M,M,61.5,71.1,73.6,81.4,76.5,70.7,60.8,46.6,48.7,65.7
2013,42.6,40.9,46.1,59.3,66.9,M,78.5,74.1,70.6,61,M,M,60
2014,M,44.9,55.8,M,69.7,79.1,77.9,75.9,71.9,62,49.8,44.8,63.2
2015,M,35.5,54.3,60.6,71,78.8,80.3,78.2,74.4,59.8,55.4,56.5,64.1
2016,39.1,44.9,58.4,58.9,M,76.7,82.8,M,M,M,M,45.5,58
2017,44.8,M,M,65.6,M,M,M,M,M,M,51,41.9,50.8
2018,37.9,52.8,46.7,56.5,73,78.2,M,78.9,M,M,M,46.8,58.9
2019,43.2,47,M,61.9,M,75.9,M,M,M,65.3,47.2,45.4,55.1
2020,47,47.2,57.1,M,M,74,M,M,70.7,M,54.3,M,58.4
2021,M,M,55.3,62.7,67.4,M,M,79.4,71.9,65,M,50.1,64.5
2022,M,48.1,M,M,70.8,76.7,81.1,77.9,71.3,M,M,M,71
