Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1977,24.1,35.5,48.1,56.6,63.9,69.7,74,72.4,67.9,52.7,48.2,36.2,54.1
1978,27.9,31.6,42.7,54.7,59.9,69.2,72.4,72.1,68.8,53.6,50.2,38.9,53.5
1979,32.6,33.5,46.6,54.1,60.7,65.9,69.3,69.9,64.8,53.7,47.6,38.7,53.1
1980,38.8,32.6,42,53.1,61.1,68,74,72,67.9,52.4,44.2,38.2,53.7
1981,31.1,36.7,42,58.2,58.4,71.7,72.3,68.4,62.3,52.1,45.3,34.3,52.7
1982,31.8,41.4,47.4,51,64,68.9,73.3,70.4,63.7,55.7,47.2,43.5,54.9
1983,34.1,37.4,44.5,48.3,59.2,66,73.2,72.8,64.5,54.9,45.6,35,53
1984,34.4,39.2,42.9,49.8,59.7,68.3,70,71,62.8,61.1,43.4,45.5,54
1985,29.2,38.4,47.4,55.5,60.8,68.2,70.7,70,64.1,58.9,56,34.2,54.5
1986,34.4,45,44.7,55.3,61.9,70.8,74.3,70,66.5,56.9,49.3,38.6,55.6
1987,34.3,37.4,44.5,49.8,64.3,68.7,72.3,72,64,47.2,45.2,38.8,53.2
1988,29.7,33.7,43.1,51.6,57.3,66,69,70.8,64.6,49.9,46,37.6,51.6
1989,41.6,41.1,49.1,52.9,57.9,68.8,72.4,70.8,65.3,55.6,46.3,31.6,54.5
1990,42.6,45.2,49,53.1,62,68.9,71,72.2,66.3,56.4,47.6,42.7,56.4
1991,37.8,41.6,47.9,56.2,65.3,68.1,73,69.3,65.8,55.9,44.1,43.3,55.7
1992,39.1,42.3,45,53.2,57.9,66,73,68.2,66,52.1,45.6,37.6,53.8
1993,40.7,36.7,40.3,49.6,60.2,68.2,74.5,71.3,66.3,52.8,42.8,35,53.2
1994,30.3,38.2,44.5,55.7,M,70.9,71.8,69.9,63.8,54.7,49.6,43.6,53.9
1995,37.6,37.1,48.9,54.7,62.4,67.3,73.5,73.2,64.5,55.8,41.8,35.7,54.4
1996,35,38.6,40.7,51.5,64.1,68,70.9,71,64,55,42.4,39.8,53.4
1997,36.3,41.9,50.9,49.7,56.4,64.9,71.9,68.6,65.6,56.3,41.9,38,53.5
1998,41.4,41.5,44.4,53.5,65.9,70.4,73.5,72.4,69.7,58.1,49,43.4,56.9
1999,39,41.5,42.5,56.9,60,67.7,72.8,72.3,61.9,54.9,49.9,39.5,54.9
2000,37.1,41,48.6,51.6,64,68.2,70.4,69.5,62.3,55.1,42.1,30,53.3
2001,34.6,42.3,42.7,56.4,61.2,67.5,70.4,71.6,62.7,51.8,48.4,42.6,54.4
2002,37.3,39.2,44.8,57.2,59.7,68.2,72.3,70.3,68.2,59.9,44.4,38.7,55
2003,33.8,39.4,M,55.3,62.9,68,70.8,72.9,65.4,54.7,52,37,55.7
2004,37.1,38.3,48.7,55,65.8,70.3,72.5,70.7,M,M,49.6,39.1,54.7
2005,40.6,41.3,43.9,53.5,60.9,69.2,M,M,M,M,M,36.6,49.4
2006,44.3,39.4,46.4,58.5,60.7,69.7,73.3,73.4,64.6,54,45.6,41.9,56
2007,39.2,35.5,51.2,51,61.4,69.7,69.6,75.5,67.1,59.2,45.3,43.4,55.7
2008,36.2,M,46,54.2,60.8,71.9,71.9,71.7,66.7,54.6,M,41.9,57.6
