Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1981,37.9,47,50.6,66,68.5,81.3,80.1,76.5,71.4,61.3,52.9,42.9,61.4
1982,38.9,49.6,55.7,60.2,72.7,76.8,80,77.8,72.2,62,56.4,51.9,62.9
1983,41.3,44.7,53.9,58.1,70.1,75.8,81.1,82,74.3,64.5,54,44.3,62
1984,42,50,53.4,60.1,70.1,78,78.9,78.9,71,69.4,51.4,53.5,63.1
1985,38.7,46.6,57.7,65.4,71.5,78.4,79.5,77.5,73.4,68.7,62.3,43.8,63.6
1986,42.6,50.8,55.4,64.5,72.1,81.1,84.9,78.9,75.2,66.2,57.9,47,64.7
1987,43,44.4,52.9,60.4,72.5,78.6,81.9,81.2,75.1,58.8,56.6,48.3,62.8
1988,38.7,46.4,54.6,62.2,69.4,76.3,80.8,82.2,73.6,58.6,55.7,44.8,61.9
1989,48.6,49.5,52.5,60.3,67.4,79,79.6,77.7,73.4,62.6,54,35.1,61.6
1990,48.3,51.7,55.5,60.5,69.7,76.1,80.1,79,73.2,65.6,54.9,49.1,63.6
1991,43.3,47.8,55.1,64.5,73,76.9,81.9,77.7,72.7,62.3,50.4,47.2,62.7
1992,43.5,48.5,51.3,60.2,65.5,73.3,82.3,76.4,73.3,59.2,54.2,43.9,61
1993,45.4,42.8,49.5,58.3,70.8,78.1,83.4,78.2,74.9,61.5,53.2,42.6,61.6
1994,39,46.1,55.3,64,66.7,77.9,80.2,76.5,70.1,60.2,56.3,48.9,61.8
1995,42.6,41.9,55,64.1,71.5,75.2,80.7,80.6,70.8,64.5,47.6,40.2,61.2
1996,40,44.7,48.8,59.9,71.6,77.6,79.5,76.3,71.9,61.1,47.9,46.1,60.5
1997,42.1,48.4,57.9,57.7,66.3,72.6,80.2,76.7,71.6,62.3,49.4,43,60.7
1998,46.9,48.4,53,61.3,72.1,80.6,83,79.2,75.1,63.2,54.3,48.1,63.8
1999,47.4,47.8,50.2,64.3,69.5,76.2,81.7,82.1,70.7,61.6,56.3,45.9,62.8
2000,40.8,49.2,56.3,60.4,74.6,78.2,78.9,78.2,71.8,M,50.2,37.1,61.4
2001,42.5,48.6,50.2,63.3,71.3,78.8,78.3,80.8,70.7,60.5,58.9,49.6,62.8
2002,45.6,45.6,55.7,66.7,69.3,79.2,83.4,79.7,76,65,49.9,42.6,63.2
2003,39.2,44,55.9,60.9,69.3,77,80,80.5,71.9,62.3,57.8,41.5,61.7
2004,40.7,43,55.5,62.1,75.3,78.4,80.8,77.1,74.5,65.9,56.8,44.4,62.9
2005,45.6,48,52.6,60.6,67.9,77.9,82.6,81,78.2,64.2,56.1,43.1,63.2
2006,48.7,45.1,53.8,65.7,69.4,77,81,81.1,72.3,61.8,55.4,49.6,63.4
2007,46.6,42.7,57,61.8,69.7,77.4,79.8,84.9,M,70.1,53.2,51,63.1
2008,41.9,48.3,54.2,63.2,69.8,81.4,80.1,78.9,73.1,59.6,48.7,48.7,62.3
2009,40.8,45.8,52.7,62.4,71.3,79.3,79.7,79.7,72.7,61,53.9,42.7,61.8
2010,38.5,39.5,51.5,64.3,73.9,82.4,81.8,82.2,77.5,M,52.4,35.2,61.7
2011,38,48.2,53.2,63.3,71.8,81.7,82.9,80.5,73.3,60,54.1,48.6,63
2012,45.2,47.5,61.4,62.6,72.6,75.2,83.2,76.7,73.5,M,47.7,49.5,63.2
2013,46.2,43.3,46,60.1,68.3,77,79.4,76.5,72.3,62.7,50.2,47.8,60.8
2014,38,44,46.6,62.1,72.7,78.5,79.4,77.6,74,64.6,46.9,46.4,60.9
2015,41,37.3,54,62.9,72.5,81.2,83.1,79.9,75.3,62.5,56.6,57.6,63.7
2016,41.6,46.1,59.3,60.6,69,M,83.7,M,M,65.5,M,46.6,59.1
2017,48.5,54.6,M,M,M,77.4,82.3,81.3,75.8,67.6,53.6,47.1,65.4
2018,38.3,55.9,50.6,M,76.5,81.4,M,M,80.4,66.5,51.2,48.7,61.1
2019,45.6,50.7,52.5,64.8,76.6,78.7,82.9,80.8,78.8,68.5,50.2,49.7,65
2020,49.5,50.7,58.2,60.9,68.4,76.3,83,80.8,74.8,67.4,59.4,48.6,64.8
2021,47.4,46.7,56.7,63.4,71.5,79.2,80.9,82.2,76.2,68.3,51.6,55,64.9
2022,44.1,50.8,58.3,62.8,73.9,80.5,83.9,81.3,76.7,61.3,59.9,49.3,65.2
