Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1981,34.4,45.1,46.3,62.7,65.7,79.2,79.7,75.2,70.7,60.1,50.9,41.5,59.3
1982,38.1,45,51.1,56.4,70.4,73.9,78.7,76.3,70.9,60.9,56,50.1,60.7
1983,42,42.9,M,56.2,66.6,73.8,80.3,80.1,73.9,M,M,M,64.5
1984,M,M,M,M,M,M,M,M,M,M,M,M,M
1985,M,M,M,M,M,M,M,M,M,M,M,M,M
1986,M,M,M,M,M,M,M,M,M,M,M,M,M
1987,M,M,M,M,M,M,M,M,M,M,M,M,M
1988,M,M,M,M,M,M,M,M,M,M,M,M,M
1989,M,M,M,M,M,M,M,M,M,M,M,M,M
1990,M,M,M,M,M,M,M,M,M,M,M,M,M
1991,M,M,M,M,M,M,M,M,M,M,M,M,M
1992,M,M,M,M,M,M,M,M,M,M,M,M,M
1993,M,M,M,M,M,M,M,M,M,M,M,M,M
1994,M,M,M,M,M,M,M,M,M,M,M,M,M
1995,M,M,M,M,M,M,M,M,M,M,M,M,M
1996,M,M,M,M,M,M,M,M,M,M,M,M,M
1997,M,M,M,M,M,M,M,M,M,M,M,M,M
1998,M,M,M,59.2,67.5,75.9,78.5,78,73.5,61.5,52.4,47.7,66
1999,46.6,45.2,47.4,59.1,66.5,74.1,80.8,78.5,71.8,62,55.7,46.4,61.2
2000,40.2,46.5,53.2,57.8,69.6,75.9,76.1,76,71.9,61.1,47.9,38.4,59.5
2001,41.1,46.4,48.2,59.9,67.3,76.1,75.6,78.7,70,61,56.2,50.3,60.9
2002,45.6,47,53.4,63.1,66.7,76.6,79.8,78.8,74.4,65,51.2,43.1,62.1
2003,36.9,42.3,53,58.6,66.5,75.5,79.4,79.5,73.4,61.2,57.8,42.6,60.6
2004,38,42.9,52,60.5,73.5,76.3,80.1,75.7,73.2,61,53.4,43.8,60.9
2005,42.6,42.8,45.7,57.9,63,74.5,79.8,79.4,75.4,63.9,54.6,41.8,60.1
2006,47.2,42.6,48.6,60.6,65.6,74,79,78.9,69.6,60.7,54.6,48.3,60.8
2007,45.2,39.1,52.4,58.1,65.8,74.8,77.5,78.9,72.7,68.3,50.7,48.8,61
2008,42.2,47.7,52.2,59.8,65.4,78.4,77.8,77,74,59.9,49.9,48.4,61.1
2009,39.5,43.6,49.2,60.9,70.7,76.9,77.6,80.9,73.1,64,57.4,45,61.6
2010,39.7,39.2,52.8,61.7,70.7,80.3,80.1,79.5,73.6,63.1,51.8,34.5,60.6
2011,37.4,46.8,50.4,64.3,71,80.1,82.2,80.3,74.3,61.3,55.9,49.2,62.8
2012,46.7,47.6,61,60.6,73.3,76.1,84.7,81.2,74.5,65.3,50.7,52.2,64.5
2013,46.5,45.3,45.6,59.4,67.4,76.4,80,76.2,70.6,63.8,50.7,47.3,60.8
2014,37.7,43.2,47,59.3,69.8,75,76.9,76,73.4,64.5,50.6,49.7,60.3
2015,42.7,33.8,49.3,59.4,69.2,78.4,79,77.3,75.5,63,57.4,58,61.9
2016,41,44.7,56.5,57.9,66.6,75.5,81.3,80.9,75.7,65.1,52,45.2,61.9
2017,45.4,50.6,49.6,66.1,69,76.2,80.1,78.5,73.8,66.6,53.2,44.1,62.8
2018,37.4,52.6,46,58.1,73.9,78.6,78.9,81.1,79.4,65.2,53.3,48,62.7
2019,43.4,49.7,50.5,64.1,74.5,77.1,81.6,79.8,76.5,67.4,50.5,49.9,63.7
2020,49.7,50.1,58,59.2,66.3,76.4,83.7,82.3,75.2,68,58.9,44.5,64.4
2021,41.4,43.5,54.4,60.1,66.9,76.3,79.5,80.3,73.6,67.4,50.9,52.2,62.2
2022,39.8,47,55.4,59.9,69.4,75.2,80.9,78.9,73.5,60.1,56.5,43.8,61.7
